,CustomerID,churn_prob
5784,6078-VESFR,0.47913005930961877
6561,2378-VTKDH,0.4789230597581424
3283,5356-CSVSQ,0.4789012031847464
6368,4226-KKDON,0.47839707162166406
2408,9944-AEXBM,0.47819980633883713
5680,6135-OZQVA,0.4777831308489575
5253,2105-PHWON,0.4774059995126185
3658,0141-YEAYS,0.4769212786455044
2842,1907-YLNYW,0.476677117710457
2760,6789-HJBWG,0.4766043276725751
2657,7030-NJVDP,0.47615488707241554
3863,9508-ILZDG,0.4752868825593128
6530,7798-JVXYM,0.4752843647292387
3641,6486-LHTMA,0.47502385452182644
6374,6218-KNUBD,0.47494301736619776
3924,4760-THGOT,0.4747551127825266
3293,2018-QKYGT,0.4743020816859109
4379,5950-AAAGJ,0.473621130099303
6431,6458-CYIDZ,0.47304400180121564
3369,6557-BZXLQ,0.4728326994088286
3523,1013-QCWAM,0.47265828462241594
1904,8012-SOUDQ,0.4725900506097879
6005,4619-EVPHY,0.4717220391828603
5447,8993-IZEUX,0.4712930198157724
6546,3587-PMCOY,0.4709792371908436
2055,4522-AKYLR,0.4709005328075453
6149,0374-IOEGQ,0.4707077356036519
2931,7055-HNEOJ,0.47048201160917197
6306,9714-EDSUC,0.4700924759808266
6981,5392-AKEMH,0.4699677893295514
2484,4220-TINQT,0.4698183759132674
2854,3733-LSYCE,0.46968142755096637
5462,3688-FTHLT,0.46937235185288567
4727,9348-YVOMK,0.4693278471538888
2741,5461-QKNTN,0.4692727199797677
5751,2495-KZNFB,0.46885196092242537
2739,1346-UFHAX,0.46844297350105846
3393,7901-TBKJX,0.46832605248186315
5955,7658-UYUQS,0.46796505773387026
4823,9667-TKTVZ,0.46792617344220006
3800,6481-ESCNL,0.4676412354537331
3967,9743-DQKQW,0.4674955909722636
7015,6075-SLNIL,0.46714088879733984
4443,4465-VDKIQ,0.4671265156526512
4916,3005-TYFRD,0.466031109539219
5862,1310-QRITU,0.46561874064406567
2996,8096-LOIST,0.4649234347729299
3159,1320-REHCS,0.4641170437559348
2076,8645-KWHJO,0.46409309321071307
5162,0365-GXEZS,0.4634960569031908
4873,0916-QOFDP,0.463489197163797
2119,7982-VCELR,0.4632979207972407
5029,8189-XRIKE,0.46265994648760284
6946,9108-EJFJP,0.4619409863589576
6534,3323-CPBWR,0.46187138068615463
3321,7967-HYCDE,0.4614917855924191
6325,0356-ERHVT,0.46140129464508045
6964,0463-ZSDNT,0.4607339731522954
6397,5222-IMUKT,0.4606835842272061
3355,8272-ONJLV,0.4603576339114056
6874,5626-MGTUK,0.46010748113189376
4252,4931-TRZWN,0.4598332728925676
3828,5609-IMCGG,0.45960548576976007
2197,5886-VLQVU,0.4595571479255497
2402,7929-DMBCV,0.4595568430144081
6191,2122-YWVYA,0.45900460666796467
1878,5129-JLPIS,0.45897205694705756
3786,4526-ZJJTM,0.4585897162971723
4471,5019-GQVCR,0.45814310483664517
3829,4727-MCYZG,0.4579399585199661
4605,2103-ZRXFN,0.45710785583945035
2429,1635-FJFCC,0.4566361601456927
3377,2038-LLMLM,0.4564271068124633
6725,2257-BOVXD,0.456037722954339
4069,2960-NKRSO,0.4557902253017684
4523,9026-LHEVG,0.45536602152416533
7021,0666-UXTJO,0.4548111728990392
2147,6862-CQUMB,0.4547426215866449
5398,5895-QSXOD,0.454651938762666
5563,9699-UBQFS,0.4542544410480596
2205,5168-MSWXT,0.45315589395329464
3343,7020-OZKXZ,0.4531540155764723
6460,5331-RGMTT,0.45220475136933597
6271,0212-ISBBF,0.4520156807768713
1899,4080-IIARD,0.45182128419020673
2400,3014-WJKSM,0.4517436059589903
3821,4391-LNRXK,0.45072777435222866
3620,2712-SYWAY,0.4504706370636372
4241,0585-EGDDA,0.450236589007177
5047,2582-FFFZR,0.45011367716865125
2877,9793-WECQC,0.4499099449642771
4959,2027-WKXMW,0.449573839943127
2639,4581-LNWUM,0.44910031861367694
3546,9168-INPSZ,0.44895618729141684
2164,0177-PXBAT,0.4485241784877929
5833,2786-GCDPI,0.4478484362461054
5110,1482-OXZSY,0.44759297147332006
1919,7410-OIEDU,0.44747952006803166
5760,5424-RLQLC,0.44672744892560873
6363,8654-DHAOW,0.4463227839127576
6677,5949-HGVJL,0.44598927200461264
2870,9272-LSVYH,0.4458895838937664
4053,5649-RXQTV,0.44570227545042207
3761,1849-RJYIG,0.4456887205672332
4251,3082-VQXNH,0.44553417231477577
5965,6339-DKLMK,0.4454291482977342
2203,1910-FMXJM,0.44525381240787787
6364,5438-QMDDL,0.44467811556268505
6012,6542-LWGXJ,0.444335022000629
3802,1550-EENBN,0.44386291473381057
4735,5816-SCGFC,0.44366680578077794
5846,5118-MUEYH,0.44366153172403056
6138,7129-CAKJW,0.4433728143700573
2066,7529-ZDFXI,0.4418876334015739
5134,4636-JGAAI,0.44174040539792137
5011,9732-EQMWY,0.4416549316829691
6119,9761-XUJWD,0.44124369626711496
5558,2067-QYTCF,0.4411044664400874
2106,6745-JEFZB,0.44106428891278454
3276,2272-UOINI,0.4408165811167938
3631,2573-GYRUU,0.4403682504952823
4691,9169-BSVIN,0.439595616794061
5340,1928-BXYIV,0.4389776323504539
3304,9261-WDCAF,0.4387616465815085
3814,2792-LSHWX,0.43861645362783597
2217,6614-VBEGU,0.4382525770433976
2953,9777-WJJPR,0.437778929669246
5820,4273-MBHYA,0.43693056276461906
5893,2657-VPXTA,0.43670400246279983
5167,8242-JSVBO,0.43649200091038914
4267,3665-JATSN,0.43639859666436764
2021,8544-GOQSH,0.4361074755258855
4046,3987-KQDDU,0.4360712610224273
4780,6704-UTUKK,0.43582899602311836
4653,9631-XEYKE,0.4344574436594108
4882,2476-YGEFM,0.4339031724740699
2467,4257-GAESD,0.43367581995455956
5157,1608-GMEWB,0.4334923323873786
3386,5153-RTHKF,0.43299139107299994
4568,8751-EDEKA,0.4329776453473261
6931,3191-CSNMG,0.4328398522096875
4355,4680-KUTAJ,0.4325925668448043
6630,3094-JOJAI,0.43194890448702544
4447,0003-MKNFE,0.43174082710541334
5281,0311-QYWSS,0.4315860183979206
2042,4811-JBUVU,0.4315001222517571
6126,7401-RUBNK,0.43114907361669536
4787,3692-JHONH,0.4309653968690075
2869,7130-YXBRO,0.4308563918825872
3972,6985-HAYWX,0.4305760935228358
2127,6243-OZGFH,0.4299519208069389
3975,2277-DJJDL,0.4298326796150169
3196,2474-LCNUE,0.42890382419478584
4409,0468-YRPXN,0.4287274324674585
5086,2675-OTVVJ,0.42819655319800576
3200,2178-PMGCJ,0.42794604592592544
1955,5712-AHQNN,0.4271729433532668
2968,6416-YJTTB,0.42622240925032856
2972,1728-CXQBE,0.4260716457169655
3092,3761-FLYZI,0.42508233713813937
4923,7181-OQCUT,0.4246058065619748
3987,1564-HJUVY,0.4234172383258745
5105,2277-VWCNI,0.4231803760487509
6792,7895-VONWT,0.422999580145632
4202,9281-OFDMF,0.42280477634005
4444,2921-XWDJH,0.4221866663287189
6133,3873-NFTGI,0.42183602429540684
2534,6259-WJQLC,0.4204235580953169
2159,9774-NRNAU,0.4203695522786812
5065,3969-GYXEL,0.42029449895381593
3963,6988-CJEYV,0.4197766483931278
2943,6362-QHAFM,0.4195411999550483
4884,0641-EVBOJ,0.41943423553491094
3779,7145-FEJWU,0.41921267544561497
3216,7554-AKDQF,0.41911168461538095
3547,0015-UOCOJ,0.4190942583941165
7019,1685-BQULA,0.4189614234571908
3227,8058-DMYRU,0.41795451076584117
6137,1169-WCVAK,0.41729336653377475
6661,1353-LJWEM,0.4168865063522646
3656,8982-NHAVY,0.41621847220919395
2487,0295-QVKPB,0.41581377006031234
5260,2432-TFSMK,0.4153963213798542
2394,9450-TRJUU,0.41508477090361295
4784,7421-ZLUPA,0.415083401410664
4426,9576-SYUHJ,0.41500105735038995
1900,3714-NTNFO,0.4145672764231125
2017,6168-YBYNP,0.4136332607775217
3476,6844-DZKRF,0.4135905433658609
2256,4109-CYRBD,0.41338528774530026
2101,7277-OZCGZ,0.4130647575895556
2415,6786-OBWQR,0.4126780065373263
2334,6464-KEXXH,0.41211928695383515
6693,1548-FEHVL,0.41201991256237464
2446,4718-DHSMV,0.4120075282160304
6987,9547-ITEFG,0.4119311987987968
2321,5839-SUYVZ,0.41164247647768004
6769,0822-QGCXA,0.4113740324485073
5729,3589-PPVKW,0.4096524598045457
4628,0508-OOLTO,0.40962337732570836
5208,4860-IJUDE,0.4093680614323098
3616,7268-IGMFD,0.40913253456438387
5630,6591-QGOYB,0.4086597177254511
6689,1427-VERSM,0.4084926085566075
6572,3466-RITXD,0.40816736923749175
2156,8782-LKFPK,0.4078279236948247
4229,8564-LDKFL,0.40741061068207035
4885,0829-XXPLX,0.4059652486739572
4612,8468-EHYJA,0.4051065635695523
5225,4329-YPDDQ,0.405083569941823
2071,3197-ARFOY,0.40503261810361063
5361,7813-ZGGAW,0.40483574860000077
6178,7876-BEUTG,0.4041126605775562
4718,1357-BIJKI,0.4038010987280908
3096,9659-QEQSY,0.403774853480931
2289,7343-EOBEU,0.4036342365804513
5523,3446-QDSZF,0.40351202384202584
2316,9244-ZVAPM,0.40326849804356274
4826,7754-IXRMC,0.4032504108536638
2005,6582-OIVSP,0.4032467934472493
1892,3413-BMNZE,0.4032431760513573
5590,7252-NTGSS,0.40323594129114276
5153,2672-OJQZP,0.40320700267126075
3986,4146-SVFUD,0.4031961508624838
3431,5858-EAFCZ,0.40318529914845586
5218,6145-NNPNO,0.40316359600468665
3466,1895-QTKDO,0.40314912745278786
5741,6233-HXJMX,0.4030015193922549
4602,4993-JCRGJ,0.4029195762977384
2646,4026-SKKHW,0.4025021916382439
6367,1228-ZLNBX,0.40245930968563076
2318,5172-MIGPM,0.4022431699525483
3444,1763-WQFUK,0.40217324991726683
5841,6143-JQKEA,0.4018455263003831
2149,6158-HDPXZ,0.4018042918274942
4085,2209-XADXF,0.4017970655012204
3492,0380-NEAVX,0.4017517803061276
5296,9895-VFOXH,0.40173564345102214
6676,3439-GVUSX,0.40173564345102214
3219,6908-VVYHM,0.40084007333664096
6108,1421-HCERK,0.4002269582368618
3164,1803-BGNBD,0.4001977668086079
2664,0455-XFASS,0.4001123800053483
2508,7905-TVXTA,0.3998613981111017
6074,2325-WINES,0.39913523871903295
2983,9314-IJWSQ,0.39906782659519136
2536,0730-KOAVE,0.3988030126135117
2772,3055-MJDSB,0.39821217147966065
2139,3583-KRKMD,0.39795687449311495
5750,5419-JKZNQ,0.39795508618604714
3123,8158-WPEZG,0.39777155531978203
5578,1848-LBZHY,0.39771920677961053
2079,8229-MYEJZ,0.3973897852250981
4889,9780-FKVVF,0.3970940808671182
2828,6729-GDNGC,0.39682752296820645
6992,0422-UXFAP,0.3960884016182583
5264,3932-IJWDZ,0.3948779200906006
2563,5146-CBVOE,0.3948704556727697
4392,4176-FXYBO,0.39483935844196755
6539,1025-FALIX,0.39463871387336447
6162,5055-MGMGF,0.39442472227415204
5912,7794-JASDG,0.39423686908051425
6248,6888-SBYAI,0.394233279114209
6343,8757-TFHHJ,0.3941686616731291
4209,7272-QDCKA,0.3941537944672267
5932,0623-GDISB,0.39407174245098064
4250,6817-WTYHE,0.39387840389913836
5046,7504-UWHNB,0.3936067023773832
4937,4223-WOZCM,0.39359492206928387
4700,8805-JNRAZ,0.3933509697536223
1901,5948-UJZLF,0.39287039596019047
4501,6741-EGCBI,0.3927745050764463
5954,6646-JPPHA,0.39258600112048625
4262,5402-HTOTQ,0.3922747857493763
4577,6257-RJOHI,0.39201054144893166
3853,5213-TWWJU,0.3910868716219224
5244,7766-CLTIC,0.39095753770519104
2111,4983-CLMLV,0.39047419860552524
6180,9873-MNDKV,0.39036122280308866
6216,0856-NAOES,0.3887881808707419
4142,1777-JYQPJ,0.3886796707896357
2008,8167-GJLRN,0.3885603762161172
2897,3569-EDBPQ,0.3880898901649497
4434,4840-ORQXB,0.3872680251149437
5439,2360-RDGRO,0.38712417029980695
6210,7054-ENNGU,0.38700083000032787
6861,1596-OQSPS,0.3857262384536988
5216,9029-FEGVJ,0.3855661883529388
5723,6854-EXGSF,0.38553707636874396
4863,0374-AACSZ,0.38533969488854725
6028,7312-XSBAT,0.38531121135250074
3225,8286-AFUYI,0.3851830451659026
2700,8791-GFXLZ,0.38501233911451876
2083,3808-HFKDE,0.38470952559546945
3665,1049-FYSYG,0.38450161437878805
2132,3351-NGXYI,0.3839354833356836
6401,3845-FXCYS,0.38360088879888865
2776,2040-VZIKE,0.38276274476381816
5885,8660-BUETV,0.3825436615157548
2486,7975-TZMLR,0.38223735915659096
3763,4061-UKJWL,0.38209281941305706
4201,6429-SHBCB,0.38127424329909515
3449,2014-MKGMH,0.3808785372880748
5433,1600-DILPE,0.3801335378233965
3187,8623-ULFNQ,0.37989819571054784
5529,6954-OOYZZ,0.37926801462494736
6870,8725-JEDFD,0.37908340065952334
4450,0975-VOOVL,0.3790310943481581
3652,3503-TYDAY,0.37870238835381426
2908,5302-BDJNT,0.3785842206658102
6184,9584-EXCDZ,0.3775543593278708
5842,8676-OOQEJ,0.37723043798782757
4590,5312-UXESG,0.3771756677861537
6767,4480-MBMLB,0.37676797337075574
4167,0867-LDTTC,0.3766844618693878
2192,2181-UAESM,0.3763791260014845
6296,4482-FTFFX,0.3756286925821404
2003,5947-SGKCL,0.3751430968953955
2389,2480-JZOSN,0.374834438466392
5422,7814-LEEVE,0.37480978046686336
5112,5778-BVOFB,0.37480340480950197
4683,6137-NICCO,0.3743465326729521
2618,0929-HYQEW,0.37422397628798004
3702,7878-JGDKK,0.3738443256071373
3294,2792-VPPET,0.37299523336429696
2397,1456-TWCGB,0.3729790864732977
4424,2669-OIDSD,0.37293007768384484
3001,7905-NJMXS,0.37245375537617287
5556,5600-PDUJF,0.3720623260316326
2970,3195-TQDZX,0.37190602978542914
2721,4320-QMLLA,0.37182428640254644
5579,8118-TJAFG,0.37136486204047814
5575,7326-RIGQZ,0.37095077772665697
5008,5939-XAIXZ,0.37065242504769874
4224,7636-OWBPG,0.3700459972824839
3186,2519-LBNQL,0.36982282569947794
6733,8404-FYDIB,0.368914674391365
4915,2208-UGTGR,0.36886949942941827
4156,7271-AJDTL,0.3687048779446658
3050,2927-QRRQV,0.3684908729631987
5023,6821-JPCDC,0.3681626467871585
6342,9881-VCZEP,0.3678064524830965
5746,2615-YVMYX,0.36777848977681477
5699,3001-UNBTL,0.36761311098175875
5412,4948-WBBKL,0.3671753851851002
6404,4343-EJVQB,0.366567314503028
5252,5201-USSQZ,0.3665253887540561
3625,9314-QDMDW,0.3664909404380374
6887,7009-LGECI,0.3657482609527273
4412,7047-FWEYA,0.3641246049189759
5935,2043-WVTQJ,0.3639651246693497
6255,3842-QTGDL,0.3627041361781118
2077,4130-MZLCC,0.3618380887586009
4066,3043-TYBNO,0.3617637319632708
5021,2692-PFYTJ,0.3617358593600614
4093,8896-BQTTI,0.36168379977351106
7003,5981-ZVXOT,0.36144912458107414
4081,2207-QPJED,0.3613775195346387
4543,9819-FBNSV,0.36109369661252083
2753,8967-SZQAS,0.36090825413740585
2399,8329-UTMVM,0.36012178003836237
2697,1047-NNCBF,0.359416563389628
3017,4672-FOTSD,0.3593026774220399
5470,7869-ZYDST,0.35862768056838606
5352,9356-AXGMP,0.35843780329702646
6033,4396-KLSEH,0.35837276896830356
3244,7064-FRRSW,0.3583591657575814
6434,2279-AXJJK,0.35820025073174144
4050,3345-JHUEO,0.35786826279266415
5050,6288-LBEAR,0.35783697438481904
2584,8388-FYNPZ,0.35781244034538984
4268,7966-YOTQW,0.357713539973573
2188,8734-DKSTZ,0.3573788961455072
6698,9626-WEQRM,0.3570336681906031
2715,2446-ZKVAF,0.3569876700898961
3921,6599-GZWCM,0.3568297435537452
4477,1703-MGIAB,0.35654565998485444
4880,8263-OKETD,0.35646166134604496
3950,1575-KRZZE,0.356121657571593
1931,9919-YLNNG,0.35548774307784015
3590,3113-IWHLC,0.3548662417802707
4868,0531-ZZJWQ,0.3546894561950382
5654,8016-NCFVO,0.3542656009355169
6015,2087-QAREY,0.3532955753754641
6433,3058-WQDRE,0.35303892931623504
6161,4976-LNFVV,0.35230980482570495
1949,6180-YBIQI,0.35186438566159
5901,6538-POCHL,0.35183710684591973
6293,5671-UUNXD,0.3511484929500015
5998,6847-KJLTS,0.35102898327020765
6385,3258-SANFR,0.35053217747845494
6483,6726-WEXXK,0.350223556492797
2989,6184-DYUOB,0.3500471276765561
6472,5066-GFJMM,0.34939758645820035
5643,7621-VPNET,0.3490121446772954
5685,3566-VVORZ,0.3487223806893129
2945,6234-PFPXL,0.34871539209507574
3455,1784-EZDKJ,0.3486131538345074
4630,9822-WMWVG,0.34794864933984804
5135,6874-SGLHU,0.3478248304137903
6779,1442-BQPVU,0.34630333677243824
4869,6537-QLGEX,0.34619528357722784
6626,0419-YAAPX,0.34614150485333517
6400,0118-JPNOY,0.3459661719982918
5917,2676-OXPPQ,0.3456675380357709
3263,8069-YQQAJ,0.345665547524077
3931,9163-GHAYE,0.345497705628608
4656,8800-JOOCF,0.34543381154632635
2539,2267-FPIMA,0.3454041258858359
2737,1641-RQDAY,0.34456763958315323
4324,2195-VVRJF,0.3441407935806366
5089,5018-GWURO,0.34347897369486186
3785,5780-INQIK,0.3430837632153038
2249,8535-SFUTN,0.3420100861759425
2082,6202-DYYFX,0.3419197973033495
5207,6578-KRMAW,0.3415469978257289
2554,5149-TGWDZ,0.34121057296134866
2808,9681-KYGYB,0.3410252929119784
2924,6439-LAJXL,0.3403240924905285
5064,5325-UWTWJ,0.34027431282302856
5850,4067-HLYQI,0.3402243347912948
4747,2139-FQHLM,0.34001691984836885
5335,0129-KPTWJ,0.33986593556687195
6832,2740-JFBOK,0.33893476457411276
6593,1422-DGUBX,0.3383445921221085
3254,3946-JEWRQ,0.33825415013861404
2559,4824-GUCBY,0.33768453781810664
4500,4452-QIIEB,0.33738245890653557
5009,9054-FOWNV,0.3373015277643399
3437,1379-FRVEB,0.3370710351275985
6852,3855-ONCAR,0.33624353455602934
5404,5542-DHSXL,0.3360766404196104
4594,6088-BXMRG,0.3359259511808335
6810,4989-LIXVT,0.3356696437070157
6008,4462-CYWMH,0.3351179979121823
3409,2190-BCXEC,0.33471333022524086
4354,1370-GGAWX,0.33432205008089483
2424,1307-TVUFB,0.33367253450071555
5528,0060-FUALY,0.33360526284198266
3576,7928-VJYAB,0.3334932774512314
4705,0237-YFUTL,0.33344062862303825
3311,8735-IJJEG,0.33328016001087585
2873,4238-HFHSN,0.3328534449163692
4791,2920-RNCEZ,0.3328023150066196
2750,6807-SIWJI,0.3324335248798856
2589,9489-UTFKA,0.33224825619026827
4858,9522-BNTHX,0.3322156322265116
3869,6128-AQBMT,0.3320675990949814
3750,7285-KLOTR,0.33200411358721643
5591,8149-AIQCG,0.3319361799644591
2963,5035-PGZXH,0.33147365753063834
4832,1329-VHWNP,0.33146350780520606
3673,0567-GGCAC,0.3311088302445668
6365,9812-GHVRI,0.3310527327736331
2925,9052-VKDUW,0.3309522883070343
6037,6469-QJKZW,0.33091672123811117
2378,4957-TREIR,0.3307874122877892
3891,0924-BJCRC,0.330626231571338
2703,3452-ABWRL,0.3304465755447768
5309,8455-HIRAQ,0.33037202182137543
1972,7850-VWJUU,0.3300405576687016
5873,2455-USLMV,0.32971510150323813
3832,3301-LSLWQ,0.32957701694844355
2198,3577-AMVUX,0.3289591458950045
3218,5423-BHIXO,0.3288849300625927
2288,6815-ABQFQ,0.3288283777675226
1920,2273-QCKXA,0.328561067078696
5213,2607-FBDFF,0.32855775078878435
4572,3604-WLABM,0.3285510424486848
5209,9688-YGXVR,0.3283654119861279
6644,3644-QXEHN,0.32835143162658953
4313,9643-AVVWI,0.32816128634870145
2991,9327-QSDED,0.3281211871382466
6254,2049-BAFNW,0.32768947247898683
4659,2386-OWURY,0.3275007357416385
4585,6656-JWRQX,0.32733520872315547
4637,1816-FLZDK,0.32724253665194253
2187,2806-MLNTI,0.3272186896702171
4757,6173-GOLSU,0.3270994045802874
2075,3179-GBRWV,0.3268184270547088
2250,8677-HDZEE,0.32679267821291913
6420,8033-VCZGH,0.3266972430453225
2748,0080-OROZO,0.3264868738533533
6246,5816-QVHRX,0.3262767724471961
3527,5527-ACHSO,0.3261887907885535
3144,5136-RGMZO,0.32596579456088737
2531,1258-YMZNM,0.32552764875760193
3760,5843-TTHGI,0.3248997592639001
6039,1217-VASWC,0.32478396572857265
2593,5002-GCQFH,0.3246634803641415
2677,4646-QZXTF,0.3242391486926281
6549,5309-TAIKL,0.32375721419481945
6841,9003-CPATH,0.3234245527454252
2911,5651-WYIPH,0.3231250822907554
2356,3509-GWQGF,0.32269110573687737
2409,1853-ARAAQ,0.3222813546395927
5988,0027-KWYKW,0.32196044550925035
2551,3956-CJUST,0.32113202772729943
4454,5443-SCMKX,0.3191977855262342
5778,2144-BFDSO,0.31707316947669717
3985,2452-KDRRH,0.3168280283915029
3855,7629-WIXZF,0.31679083044932665
4190,3629-WEAAM,0.31655941551186284
5601,6133-OZILE,0.3160597658469188
3657,4307-KWMXE,0.3158669481153583
4330,5366-OBVMR,0.31556526533289125
4057,6898-MDLZW,0.31529408770938483
5069,9708-HPXWZ,0.31488803763773815
4914,4439-YRNVD,0.31484133796787045
2976,0481-SUMCB,0.3148095943850698
4507,8980-WQFWL,0.31417007036032873
6919,4070-OKWVH,0.31394185020303345
4357,2883-ILGWO,0.3137855147635915
6313,1689-YQBYY,0.31341390792501383
5037,5651-CPDND,0.3127517995643634
3872,5996-DAOQL,0.3126506140202108
2385,8262-COGGB,0.3126506140202108
4510,4634-JLRJT,0.3126441530851914
6533,2081-KJSQF,0.3126376922229585
4881,0670-KDOMA,0.3126376922229585
2529,4661-NJEUX,0.3126247707168591
6845,2369-FEVNO,0.31261507977836184
5183,7853-WNZSY,0.3126053890036514
4932,2465-BLLEU,0.3126053890036514
4703,7291-CDTMJ,0.31259892857817334
5402,1622-HSHSF,0.31259246822549364
4422,8566-YPRGL,0.31258923807645367
4068,5906-BFOZT,0.31258923807645367
5581,7298-IZWLY,0.3125827778329748
2100,1098-TDVUQ,0.31257308760426167
3716,1134-YWTYF,0.3121337669001299
6513,3162-KKZXO,0.3112248632679415
5706,7245-JMTTQ,0.3111761486765153
2716,3522-CDKHF,0.3106068904537165
4442,2828-SLQPF,0.31039609750039476
5648,4188-FRABG,0.3101429703567642
4674,3620-MWJNE,0.3097533816902328
4802,7130-CTCUS,0.3093129711596467
1928,0191-ZHSKZ,0.309068415527785
4588,2842-BCQGE,0.3088713537123071
2363,8095-WANWK,0.30866951518548297
5155,7821-DPRQE,0.30850275768836233
3378,1216-BGTSP,0.3084898087561425
2613,8120-JDCAM,0.3084305835346073
5344,4007-NHVHI,0.30834503201162994
2992,1656-DRSMG,0.30827840502728837
4191,6029-CSMJE,0.30820227438504244
2007,4827-USJHP,0.3079721766667196
3189,7789-HKSBS,0.3075729029644483
7030,0550-DCXLH,0.3073719280208947
6154,9112-WSNPU,0.3071779981589796
2038,6469-MRVET,0.3071294823845072
4634,4415-WNGVR,0.3068583039921919
3143,1958-RNRKS,0.306790940232939
6203,2709-UQGNP,0.306450720375229
5740,7661-CPURM,0.3062961252978433
2140,9069-LGEUL,0.30567668084771704
2333,9396-ZSFLL,0.3054800940179769
3428,4123-FCVCB,0.3051022290149114
5832,0112-QAWRZ,0.3048109786371214
3424,9779-DPNEJ,0.3047526515089354
4955,8620-RJPZN,0.30472277139998033
5967,5088-QZLRL,0.3047195865232394
5652,1156-ZFYDO,0.3046622619395664
2792,7617-EYGLW,0.3046431550915106
4319,4232-JGKIY,0.3046272332324716
2720,8992-CEUEN,0.30460494341540467
2292,7319-VENRZ,0.30458526321308904
6066,7072-MBHEV,0.30433515208709766
4416,0100-DUVFC,0.3036431129179158
2860,2293-IJWPS,0.30320707848496076
5516,3898-GUYTS,0.30309313872642857
6170,1480-IVEVR,0.30290826576532226
2151,5686-CMAWK,0.3028333166739876
4495,1077-HUUJM,0.30266191586745206
2964,8695-WDYEA,0.30244172632623845
4640,8885-QSQBX,0.302333909076572
2176,5973-EJGDP,0.3022370274218058
4245,3594-IVHJZ,0.30153618509682434
3825,4986-MXSFP,0.3014380474006885
